id,title,text,label
285,World leaders gather for peace summit,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
286,Secret tunnel to Atlantis discovered in the Sahara,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
287,Researchers develop promising cancer vaccine,Scientists believe this discovery could reshape our understanding of biodiversity.,1
288,Secret tunnel to Atlantis discovered in the Sahara,Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
289,NASA successfully lands rover on Mars,Scientists believe this discovery could reshape our understanding of biodiversity.,1
290,Moon made of cheese confirmed by leaked NASA report,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
291,World leaders gather for peace summit,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
292,Moon made of cheese confirmed by leaked NASA report,A former government agent claims extraterrestrials are controlling the weather.,0
293,Researchers develop promising cancer vaccine,Scientists believe this discovery could reshape our understanding of biodiversity.,1
294,Moon made of cheese confirmed by leaked NASA report,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
295,Government launches new healthcare initiative,Field tests in Africa have shown significant reduction in malaria cases among children.,1
296,Moon made of cheese confirmed by leaked NASA report,A man in Ohio claims to have bent time using a blender and a car battery.,0
297,Government launches new healthcare initiative,The initiative will benefit over 10 million students by 2026.,1
298,Scientists say Earth is flat again,Images allegedly leaked from NASA show cheese formations on the moon.,0
299,New species discovered in Amazon rainforest,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
300,COVID vaccine gives people superpowers,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
301,Researchers develop promising cancer vaccine,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
302,Government to ban sleep by 2030 to boost productivity,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
303,New species discovered in Amazon rainforest,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
304,"Aliens found living under Antarctica, whistleblower claims",Images allegedly leaked from NASA show cheese formations on the moon.,0
305,Education ministry rolls out digital classrooms,Scientists believe this discovery could reshape our understanding of biodiversity.,1
306,Secret tunnel to Atlantis discovered in the Sahara,A man in Ohio claims to have bent time using a blender and a car battery.,0
307,UN adopts climate change resolution,Field tests in Africa have shown significant reduction in malaria cases among children.,1
308,COVID vaccine gives people superpowers,A former government agent claims extraterrestrials are controlling the weather.,0
309,New species discovered in Amazon rainforest,Field tests in Africa have shown significant reduction in malaria cases among children.,1
310,Shocking proof that dinosaurs still live in the Himalayas,A former government agent claims extraterrestrials are controlling the weather.,0
311,NASA successfully lands rover on Mars,Scientists believe this discovery could reshape our understanding of biodiversity.,1
312,Secret tunnel to Atlantis discovered in the Sahara,A man in Ohio claims to have bent time using a blender and a car battery.,0
313,UN adopts climate change resolution,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
314,Scientists say Earth is flat again,Images allegedly leaked from NASA show cheese formations on the moon.,0
315,Education ministry rolls out digital classrooms,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
316,Time travel possible with household blender,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
317,Education ministry rolls out digital classrooms,Scientists believe this discovery could reshape our understanding of biodiversity.,1
318,Scientists say Earth is flat again,Images allegedly leaked from NASA show cheese formations on the moon.,0
319,"Economy shows signs of recovery, says central bank",The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
320,Time travel possible with household blender,A former government agent claims extraterrestrials are controlling the weather.,0
321,World leaders gather for peace summit,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
322,"Invisible car invented, but hidden by oil companies",Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
323,NASA successfully lands rover on Mars,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
324,"Aliens found living under Antarctica, whistleblower claims",Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
325,Researchers develop promising cancer vaccine,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
326,Shocking proof that dinosaurs still live in the Himalayas,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
327,Researchers develop promising cancer vaccine,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
328,Time travel possible with household blender,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
329,WHO approves new malaria vaccine,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
330,Time travel possible with household blender,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
331,Education ministry rolls out digital classrooms,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
332,Shocking proof that dinosaurs still live in the Himalayas,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
333,NASA successfully lands rover on Mars,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
334,Scientists say Earth is flat again,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
335,WHO approves new malaria vaccine,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
336,Scientists say Earth is flat again,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
337,New species discovered in Amazon rainforest,Scientists believe this discovery could reshape our understanding of biodiversity.,1
338,Government to ban sleep by 2030 to boost productivity,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
339,WHO approves new malaria vaccine,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
340,"Drinking saltwater cures all diseases, experts say",A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
341,WHO approves new malaria vaccine,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
342,Shocking proof that dinosaurs still live in the Himalayas,A former government agent claims extraterrestrials are controlling the weather.,0
343,Education ministry rolls out digital classrooms,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
344,Moon made of cheese confirmed by leaked NASA report,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
345,NASA successfully lands rover on Mars,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
346,"Invisible car invented, but hidden by oil companies",A former government agent claims extraterrestrials are controlling the weather.,0
347,New species discovered in Amazon rainforest,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
348,"Drinking saltwater cures all diseases, experts say",Images allegedly leaked from NASA show cheese formations on the moon.,0
349,Education ministry rolls out digital classrooms,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
350,Secret tunnel to Atlantis discovered in the Sahara,Images allegedly leaked from NASA show cheese formations on the moon.,0
351,UN adopts climate change resolution,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
352,Scientists say Earth is flat again,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
353,World leaders gather for peace summit,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
354,Time travel possible with household blender,Images allegedly leaked from NASA show cheese formations on the moon.,0
355,WHO approves new malaria vaccine,The latest report indicates improved GDP growth and lower unemployment rates.,1
356,"Invisible car invented, but hidden by oil companies",Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
357,NASA successfully lands rover on Mars,The latest report indicates improved GDP growth and lower unemployment rates.,1
358,Time travel possible with household blender,Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
359,Major breakthrough in battery technology,Field tests in Africa have shown significant reduction in malaria cases among children.,1
360,Shocking proof that dinosaurs still live in the Himalayas,Images allegedly leaked from NASA show cheese formations on the moon.,0
361,Education ministry rolls out digital classrooms,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
362,Time travel possible with household blender,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
363,UN adopts climate change resolution,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
364,Government to ban sleep by 2030 to boost productivity,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
365,"Economy shows signs of recovery, says central bank",The initiative will benefit over 10 million students by 2026.,1
366,Scientists say Earth is flat again,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
367,"Economy shows signs of recovery, says central bank",Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
368,"Aliens found living under Antarctica, whistleblower claims",A conspiracy site says vaccinated individuals are developing telekinesis.,0
369,Researchers develop promising cancer vaccine,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
370,Government to ban sleep by 2030 to boost productivity,Images allegedly leaked from NASA show cheese formations on the moon.,0
371,Major breakthrough in battery technology,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
372,Government to ban sleep by 2030 to boost productivity,A man in Ohio claims to have bent time using a blender and a car battery.,0
373,Major breakthrough in battery technology,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
374,"Aliens found living under Antarctica, whistleblower claims","A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
375,"Economy shows signs of recovery, says central bank",Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
376,Moon made of cheese confirmed by leaked NASA report,Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
377,"Economy shows signs of recovery, says central bank",Field tests in Africa have shown significant reduction in malaria cases among children.,1
378,"Invisible car invented, but hidden by oil companies",A man in Ohio claims to have bent time using a blender and a car battery.,0
379,World leaders gather for peace summit,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
380,"Invisible car invented, but hidden by oil companies",Images allegedly leaked from NASA show cheese formations on the moon.,0
381,World leaders gather for peace summit,The initiative will benefit over 10 million students by 2026.,1
382,"Invisible car invented, but hidden by oil companies",A man in Ohio claims to have bent time using a blender and a car battery.,0
383,"Economy shows signs of recovery, says central bank",The latest report indicates improved GDP growth and lower unemployment rates.,1
384,Scientists say Earth is flat again,Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
385,NASA successfully lands rover on Mars,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
386,"Invisible car invented, but hidden by oil companies","A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
387,World leaders gather for peace summit,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
388,Government to ban sleep by 2030 to boost productivity,Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
389,Major breakthrough in battery technology,The latest report indicates improved GDP growth and lower unemployment rates.,1
390,Shocking proof that dinosaurs still live in the Himalayas,A conspiracy site says vaccinated individuals are developing telekinesis.,0
391,WHO approves new malaria vaccine,The latest report indicates improved GDP growth and lower unemployment rates.,1
392,"Drinking saltwater cures all diseases, experts say",Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
393,"Economy shows signs of recovery, says central bank",Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
394,"Invisible car invented, but hidden by oil companies",Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
395,"Economy shows signs of recovery, says central bank","In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
396,COVID vaccine gives people superpowers,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
397,"Economy shows signs of recovery, says central bank","In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
398,"Aliens found living under Antarctica, whistleblower claims",A conspiracy site says vaccinated individuals are developing telekinesis.,0
399,"Economy shows signs of recovery, says central bank",This marks a unified global step toward reducing emissions and protecting biodiversity.,1
400,Time travel possible with household blender,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
401,Government launches new healthcare initiative,Field tests in Africa have shown significant reduction in malaria cases among children.,1
402,Scientists say Earth is flat again,A man in Ohio claims to have bent time using a blender and a car battery.,0
403,Major breakthrough in battery technology,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
404,"Invisible car invented, but hidden by oil companies",Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
405,Government launches new healthcare initiative,The latest report indicates improved GDP growth and lower unemployment rates.,1
406,Time travel possible with household blender,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
407,NASA successfully lands rover on Mars,Scientists believe this discovery could reshape our understanding of biodiversity.,1
408,Time travel possible with household blender,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
409,WHO approves new malaria vaccine,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
410,Secret tunnel to Atlantis discovered in the Sahara,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
411,WHO approves new malaria vaccine,The latest report indicates improved GDP growth and lower unemployment rates.,1
412,"Drinking saltwater cures all diseases, experts say",Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
413,NASA successfully lands rover on Mars,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
414,Moon made of cheese confirmed by leaked NASA report,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
415,WHO approves new malaria vaccine,Field tests in Africa have shown significant reduction in malaria cases among children.,1
416,Government to ban sleep by 2030 to boost productivity,A conspiracy site says vaccinated individuals are developing telekinesis.,0
417,New species discovered in Amazon rainforest,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
418,Time travel possible with household blender,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
419,WHO approves new malaria vaccine,Scientists believe this discovery could reshape our understanding of biodiversity.,1
420,Scientists say Earth is flat again,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
421,WHO approves new malaria vaccine,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
422,Shocking proof that dinosaurs still live in the Himalayas,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
423,Researchers develop promising cancer vaccine,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
424,Scientists say Earth is flat again,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
425,UN adopts climate change resolution,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
426,Secret tunnel to Atlantis discovered in the Sahara,A conspiracy site says vaccinated individuals are developing telekinesis.,0
427,NASA successfully lands rover on Mars,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
428,"Aliens found living under Antarctica, whistleblower claims",Images allegedly leaked from NASA show cheese formations on the moon.,0
429,Major breakthrough in battery technology,Field tests in Africa have shown significant reduction in malaria cases among children.,1
430,Time travel possible with household blender,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
431,Government launches new healthcare initiative,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
432,Scientists say Earth is flat again,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
433,Major breakthrough in battery technology,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
434,Government to ban sleep by 2030 to boost productivity,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
435,WHO approves new malaria vaccine,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
436,Moon made of cheese confirmed by leaked NASA report,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
437,World leaders gather for peace summit,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
438,Secret tunnel to Atlantis discovered in the Sahara,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
439,UN adopts climate change resolution,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
440,"Aliens found living under Antarctica, whistleblower claims",Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
441,"Economy shows signs of recovery, says central bank",Field tests in Africa have shown significant reduction in malaria cases among children.,1
442,Shocking proof that dinosaurs still live in the Himalayas,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
443,Major breakthrough in battery technology,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
444,Time travel possible with household blender,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
445,New species discovered in Amazon rainforest,The latest report indicates improved GDP growth and lower unemployment rates.,1
446,COVID vaccine gives people superpowers,A conspiracy site says vaccinated individuals are developing telekinesis.,0
447,Major breakthrough in battery technology,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
448,"Drinking saltwater cures all diseases, experts say",Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
449,Government launches new healthcare initiative,Scientists believe this discovery could reshape our understanding of biodiversity.,1
450,"Invisible car invented, but hidden by oil companies",Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
451,"Economy shows signs of recovery, says central bank","In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
452,"Drinking saltwater cures all diseases, experts say",Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
453,WHO approves new malaria vaccine,Field tests in Africa have shown significant reduction in malaria cases among children.,1
454,"Aliens found living under Antarctica, whistleblower claims",A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
455,WHO approves new malaria vaccine,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
456,Secret tunnel to Atlantis discovered in the Sahara,A man in Ohio claims to have bent time using a blender and a car battery.,0
457,World leaders gather for peace summit,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
458,Scientists say Earth is flat again,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
459,WHO approves new malaria vaccine,Scientists believe this discovery could reshape our understanding of biodiversity.,1
460,Time travel possible with household blender,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
461,Major breakthrough in battery technology,The initiative will benefit over 10 million students by 2026.,1
462,Moon made of cheese confirmed by leaked NASA report,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
463,Education ministry rolls out digital classrooms,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
464,Secret tunnel to Atlantis discovered in the Sahara,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
465,New species discovered in Amazon rainforest,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
466,Scientists say Earth is flat again,Images allegedly leaked from NASA show cheese formations on the moon.,0
467,World leaders gather for peace summit,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
468,Time travel possible with household blender,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
469,Education ministry rolls out digital classrooms,The latest report indicates improved GDP growth and lower unemployment rates.,1
470,"Invisible car invented, but hidden by oil companies","A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
471,New species discovered in Amazon rainforest,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
472,"Aliens found living under Antarctica, whistleblower claims",A conspiracy site says vaccinated individuals are developing telekinesis.,0
473,Major breakthrough in battery technology,Scientists believe this discovery could reshape our understanding of biodiversity.,1
474,"Aliens found living under Antarctica, whistleblower claims",Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
475,World leaders gather for peace summit,The initiative will benefit over 10 million students by 2026.,1
476,Shocking proof that dinosaurs still live in the Himalayas,A man in Ohio claims to have bent time using a blender and a car battery.,0
477,Major breakthrough in battery technology,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
478,Government to ban sleep by 2030 to boost productivity,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
479,World leaders gather for peace summit,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
480,Scientists say Earth is flat again,A man in Ohio claims to have bent time using a blender and a car battery.,0
481,Major breakthrough in battery technology,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
482,"Aliens found living under Antarctica, whistleblower claims",Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
483,Researchers develop promising cancer vaccine,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
484,Scientists say Earth is flat again,A conspiracy site says vaccinated individuals are developing telekinesis.,0
485,Government launches new healthcare initiative,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
486,Moon made of cheese confirmed by leaked NASA report,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
487,Researchers develop promising cancer vaccine,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
488,Time travel possible with household blender,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
489,UN adopts climate change resolution,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
490,Scientists say Earth is flat again,A conspiracy site says vaccinated individuals are developing telekinesis.,0
491,"Economy shows signs of recovery, says central bank",Scientists believe this discovery could reshape our understanding of biodiversity.,1
492,Time travel possible with household blender,A man in Ohio claims to have bent time using a blender and a car battery.,0
493,Researchers develop promising cancer vaccine,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
494,COVID vaccine gives people superpowers,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
495,New species discovered in Amazon rainforest,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
496,Shocking proof that dinosaurs still live in the Himalayas,A conspiracy site says vaccinated individuals are developing telekinesis.,0
497,UN adopts climate change resolution,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
498,Scientists say Earth is flat again,Images allegedly leaked from NASA show cheese formations on the moon.,0
499,Education ministry rolls out digital classrooms,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
500,Scientists say Earth is flat again,A former government agent claims extraterrestrials are controlling the weather.,0
501,"Economy shows signs of recovery, says central bank",The latest report indicates improved GDP growth and lower unemployment rates.,1
502,Shocking proof that dinosaurs still live in the Himalayas,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
503,Major breakthrough in battery technology,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
504,Time travel possible with household blender,A conspiracy site says vaccinated individuals are developing telekinesis.,0
505,Major breakthrough in battery technology,The initiative will benefit over 10 million students by 2026.,1
506,"Invisible car invented, but hidden by oil companies",A conspiracy site says vaccinated individuals are developing telekinesis.,0
507,World leaders gather for peace summit,Scientists believe this discovery could reshape our understanding of biodiversity.,1
508,Time travel possible with household blender,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
509,Researchers develop promising cancer vaccine,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
510,Shocking proof that dinosaurs still live in the Himalayas,Images allegedly leaked from NASA show cheese formations on the moon.,0
511,Researchers develop promising cancer vaccine,Scientists believe this discovery could reshape our understanding of biodiversity.,1
512,"Aliens found living under Antarctica, whistleblower claims",An anonymous inventor says his invisible car was buried after threats from oil companies.,0
513,Major breakthrough in battery technology,Scientists believe this discovery could reshape our understanding of biodiversity.,1
514,Moon made of cheese confirmed by leaked NASA report,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
515,Major breakthrough in battery technology,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
516,Secret tunnel to Atlantis discovered in the Sahara,A conspiracy site says vaccinated individuals are developing telekinesis.,0
517,WHO approves new malaria vaccine,The initiative will benefit over 10 million students by 2026.,1
518,"Drinking saltwater cures all diseases, experts say",A man in Ohio claims to have bent time using a blender and a car battery.,0
519,NASA successfully lands rover on Mars,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
520,Time travel possible with household blender,A former government agent claims extraterrestrials are controlling the weather.,0
521,UN adopts climate change resolution,Scientists believe this discovery could reshape our understanding of biodiversity.,1
522,Secret tunnel to Atlantis discovered in the Sahara,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
523,Major breakthrough in battery technology,The latest report indicates improved GDP growth and lower unemployment rates.,1
524,"Invisible car invented, but hidden by oil companies",Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
525,New species discovered in Amazon rainforest,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
526,"Invisible car invented, but hidden by oil companies",A conspiracy site says vaccinated individuals are developing telekinesis.,0
527,New species discovered in Amazon rainforest,The initiative will benefit over 10 million students by 2026.,1
528,Time travel possible with household blender,A conspiracy site says vaccinated individuals are developing telekinesis.,0
529,Government launches new healthcare initiative,Field tests in Africa have shown significant reduction in malaria cases among children.,1
530,"Drinking saltwater cures all diseases, experts say",Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
531,"Economy shows signs of recovery, says central bank",Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
532,"Drinking saltwater cures all diseases, experts say",Images allegedly leaked from NASA show cheese formations on the moon.,0
533,NASA successfully lands rover on Mars,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
534,Time travel possible with household blender,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
535,"Economy shows signs of recovery, says central bank","In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
536,"Aliens found living under Antarctica, whistleblower claims",An anonymous inventor says his invisible car was buried after threats from oil companies.,0
537,Government launches new healthcare initiative,The latest report indicates improved GDP growth and lower unemployment rates.,1
538,"Invisible car invented, but hidden by oil companies",An anonymous inventor says his invisible car was buried after threats from oil companies.,0
539,New species discovered in Amazon rainforest,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
540,Government to ban sleep by 2030 to boost productivity,A conspiracy site says vaccinated individuals are developing telekinesis.,0
541,New species discovered in Amazon rainforest,Field tests in Africa have shown significant reduction in malaria cases among children.,1
542,Secret tunnel to Atlantis discovered in the Sahara,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
543,UN adopts climate change resolution,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
544,Shocking proof that dinosaurs still live in the Himalayas,Images allegedly leaked from NASA show cheese formations on the moon.,0
545,WHO approves new malaria vaccine,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
546,Time travel possible with household blender,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
547,UN adopts climate change resolution,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
548,Time travel possible with household blender,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
549,Major breakthrough in battery technology,The latest report indicates improved GDP growth and lower unemployment rates.,1
550,"Aliens found living under Antarctica, whistleblower claims",A man in Ohio claims to have bent time using a blender and a car battery.,0
551,"Economy shows signs of recovery, says central bank",Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
552,Secret tunnel to Atlantis discovered in the Sahara,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
553,Major breakthrough in battery technology,The initiative will benefit over 10 million students by 2026.,1
554,Shocking proof that dinosaurs still live in the Himalayas,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
555,New species discovered in Amazon rainforest,The latest report indicates improved GDP growth and lower unemployment rates.,1
556,Time travel possible with household blender,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
557,Researchers develop promising cancer vaccine,Scientists believe this discovery could reshape our understanding of biodiversity.,1
558,Time travel possible with household blender,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
559,Researchers develop promising cancer vaccine,Scientists believe this discovery could reshape our understanding of biodiversity.,1
560,Shocking proof that dinosaurs still live in the Himalayas,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
561,WHO approves new malaria vaccine,The latest report indicates improved GDP growth and lower unemployment rates.,1
562,Scientists say Earth is flat again,A former government agent claims extraterrestrials are controlling the weather.,0
563,New species discovered in Amazon rainforest,The latest report indicates improved GDP growth and lower unemployment rates.,1
564,"Aliens found living under Antarctica, whistleblower claims",Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
565,Government launches new healthcare initiative,Field tests in Africa have shown significant reduction in malaria cases among children.,1
566,Time travel possible with household blender,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
567,Researchers develop promising cancer vaccine,Field tests in Africa have shown significant reduction in malaria cases among children.,1
568,"Invisible car invented, but hidden by oil companies",Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
569,Researchers develop promising cancer vaccine,Field tests in Africa have shown significant reduction in malaria cases among children.,1
570,Scientists say Earth is flat again,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
571,NASA successfully lands rover on Mars,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
